Sciname,Species3,Family3,Order3,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Myrmotherula_axillaris,Myrmotherula axillaris,Thamnophilidae,Passeriformes,56,25,31,0,5,15,9,3.4,3.7,15.4,50.9,7.7,43.9,15.2,36.4,8.09,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-23.1,15.88,-3.92,-62.381778490000002,7982052.3899999997,Extant
Myrmotherula_behni,Myrmotherula behni,Thamnophilidae,Passeriformes,10,3,4,3,3,14.5,8.4,3.3,3.5,16.2,54.1,6.5,47.8,11.7,31.4,8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.32,7,4.2300000000000004,-64.496607850000004,139424.09,Extant
Myrmotherula_brachyura,Myrmotherula brachyura,Thamnophilidae,Passeriformes,9,3,6,0,4,13.5,8.5,3.1,3,16.2,43.6,4.2,39.7,9.5,19.5,6.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.989999999999998,8.4700000000000006,-3.79,-63.283530859999999,6190843.5800000001,Extant
Myrmotherula_cherriei,Myrmotherula cherriei,Thamnophilidae,Passeriformes,8,4,4,0,4,17,10.1,3.2,3.1,16.6,50.1,4.2,46,8.3,28.6,8.2,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-4.46,6.12,2.61,-67.401640049999997,676511.23,Extant
Myrmotherula_fluminensis,Myrmotherula fluminensis,Thamnophilidae,Passeriformes,1,0,1,0,0,15,9.7,3.4,3.3,17.2,49.5,3.9,45.7,7.8,42.6,9,Dunning,NA,YES,Beak Culmen; Beak Width,Myrmotherula axillaris,Forest,1,1,Carnivore,Invertivore,Insessorial,-22.43,-22.4,-22.42,-42.733299359999997,9.9,Invalid
Myrmotherula_grisea,Myrmotherula grisea,Thamnophilidae,Passeriformes,7,3,4,0,4,13.7,8.1,3.1,3.2,15.1,52,9.2,44.7,18,31.5,8.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.329999999999998,-12.18,-15.48,-67.637804880000004,67024.25,Extant
Myrmotherula_gularis,Myrmotherula gularis,Thamnophilidae,Passeriformes,9,2,6,1,4,15.4,8.6,3.3,3.4,15.7,51.8,5.6,46.9,11,32.5,11.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.72,-18.12,-23.53,-47.896709029999997,500928.79,Extant
Myrmotherula_guttata,Myrmotherula guttata,Thamnophilidae,Passeriformes,9,4,5,0,4,16.2,9.1,3.4,3.5,18.3,51.5,5.5,45.1,10.5,24.5,11,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.4,8.16,2.41,-59.145177760000003,1694815.8,Extant
Myrmotherula_gutturalis,Myrmotherula gutturalis,Thamnophilidae,Passeriformes,8,4,4,0,4,14.9,8.9,3.7,3.9,15.7,50.1,6.3,44.4,12.6,41.5,9.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.2,7.58,1.99,-56.649454679999998,1094090.8899999999,Extant
Myrmotherula_hauxwelli,Myrmotherula hauxwelli,Thamnophilidae,Passeriformes,19,9,10,0,4,15,8.5,3.6,3.4,18.9,50.5,7.8,43.2,15.6,24.8,10.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.44,4.38,-6.55,-63.339550719999998,4248364.67,Extant
Myrmotherula_ignota,Myrmotherula ignota,Thamnophilidae,Passeriformes,8,4,4,0,4,12.7,8,3.1,3,15.8,42.1,4.4,38.3,9.9,18.2,7.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.47,9.64,-1.56,-72.130290970000004,1558811.94,Extant
Myrmotherula_iheringi,Myrmotherula iheringi,Thamnophilidae,Passeriformes,11,4,7,0,3,14.3,8.4,3.3,3.4,15.4,49.5,10.5,42.9,20.2,26.1,8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.53,-2.14,-7.6,-65.263408150000004,1149280.58,Extant
Myrmotherula_klagesi,Myrmotherula klagesi,Thamnophilidae,Passeriformes,8,2,6,0,4,15.2,8.9,3.5,3.2,16.2,46.9,5.1,42.9,10.7,28.6,7.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.75,1.76,-2.19,-58.795478369999998,56287.31,Extant
Myrmotherula_longicauda,Myrmotherula longicauda,Thamnophilidae,Passeriformes,17,8,9,0,4,15.7,8.6,3.4,3.1,17.7,48,5.2,43.3,11,34.5,8.3,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-16.899999999999999,1.5,-8.69,-73.689476560000003,153775.14000000001,Extant
Myrmotherula_longipennis,Myrmotherula longipennis,Thamnophilidae,Passeriformes,33,7,26,0,4,15.3,9.4,3.6,3.4,15.6,56.6,10.3,46.3,18.2,32,9.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.21,8.51,-2.48,-62.604976780000001,5117183.47,Extant
Myrmotherula_luctuosa,Myrmotherula luctuosa,Thamnophilidae,Passeriformes,8,1,6,1,4,15,9.3,3.3,3.5,15.9,52.1,7.8,46.1,14.6,36.8,8.5,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-23.1,-6.24,-17.39,-40.239134579999998,247649.4,Extant
Myrmotherula_menetriesii,Myrmotherula menetriesii,Thamnophilidae,Passeriformes,12,4,8,0,4,15.6,9.8,3.7,3.5,16.1,52.3,7.6,45.7,14.4,29.8,8.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.829999999999998,8.35,-3.5,-62.906550230000001,6331647.4199999999,Extant
Myrmotherula_minor,Myrmotherula minor,Thamnophilidae,Passeriformes,8,4,4,0,4,12.7,7.7,3.1,3.4,15.4,47.9,5,43.5,10.4,29.1,6.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-26.31,-16.809999999999999,-22.98,-44.63162956,4980.7299999999996,Extant
Myrmotherula_multostriata,Myrmotherula multostriata,Thamnophilidae,Passeriformes,12,6,6,0,4,14,8.4,3.2,3,15.2,46.9,4.8,42.6,9.8,23,8,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-15.28,5.97,-6.12,-62.96205088,4644153.9800000004,Extant
Myrmotherula_pacifica,Myrmotherula pacifica,Thamnophilidae,Passeriformes,10,4,6,0,4,15.3,9.7,3.6,3.2,17.5,50.6,5.4,46.1,10.7,28,10.1,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-2.81,9.6199999999999992,5.75,-76.773957890000005,236644.01,Extant
Myrmotherula_schisticolor,Myrmotherula schisticolor,Thamnophilidae,Passeriformes,12,6,6,0,5,15.5,8.2,3.3,3.4,15.6,54.9,7.3,48.7,13.4,36.9,9.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.9,17.22,4.8,-78.010499620000004,534175.27,Extant
Myrmotherula_sclateri,Myrmotherula sclateri,Thamnophilidae,Passeriformes,8,3,5,0,4,14.9,9.2,3.2,3.1,16.4,44.3,6,39.8,13.2,22,8.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.98,-1.76,-7.99,-62.24115072,2651999.98,Extant
Myrmotherula_snowi,Myrmotherula snowi,Thamnophilidae,Passeriformes,7,3,4,0,4,13.9,9.1,3.5,3.8,14.2,51.3,6,46.8,11.4,32.6,9.59,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.2799999999999994,-9.1300000000000008,-9.1999999999999993,-35.895005879999999,197.95,Extant
Myrmotherula_sunensis,Myrmotherula sunensis,Thamnophilidae,Passeriformes,12,6,6,0,4,12.5,8,3.3,3.4,15,52.2,7.9,45.8,14.8,26.4,9.4,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.57,3.21,-2.11,-74.621867100000003,178742.39999999999,Extant
Myrmotherula_surinamensis,Myrmotherula surinamensis,Thamnophilidae,Passeriformes,9,4,5,0,4,15.2,9.2,3.4,3.1,16.9,49.1,6,43.9,12.1,23.8,8.3,Dunning,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Insessorial,-2.46,9.0500000000000007,3.75,-59.909560489999997,1277565.1399999999,Extant
Myrmotherula_unicolor,Myrmotherula unicolor,Thamnophilidae,Passeriformes,10,4,6,0,4,12.4,7.7,3,3.1,15.8,48.2,6.2,43.7,12.9,35.6,11.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.87,-22.15,-25.56,-47.475325040000001,69111.62,Extant
Myrmotherula_urosticta,Myrmotherula urosticta,Thamnophilidae,Passeriformes,8,2,4,2,5,12.9,9,3.4,3.3,14.6,50.3,5.5,44.4,10.9,30.2,8.4,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-22.41,-12.59,-17.55,-39.821781510000001,3033.06,Extant
Neoctantes_niger,Neoctantes niger,Thamnophilidae,Passeriformes,12,5,4,3,3,20.1,12.2,4.5,6.8,23.9,74.2,8.1,68.7,10.7,54.3,32,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.54,1.99,-3.45,-71.271119100000007,1350489.13,Extant
Percnostola_arenarum,Percnostola arenarum,Thamnophilidae,Passeriformes,7,4,3,0,4,19.4,11.6,4.6,4.9,27.6,65.5,7.4,59.5,11.3,50.3,23,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.62,-3.62,-4.16,-74.337254549999997,8817.1200000000008,Extant
Percnostola_lophotes,Percnostola lophotes,Thamnophilidae,Passeriformes,7,2,5,0,5,21.6,12.3,5.1,5.8,30.7,74.3,7.9,67,10.6,54.7,28,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.08,-8.3699999999999992,-11.18,-71.306554259999999,202927.68,Extant
Percnostola_rufifrons,Percnostola rufifrons,Thamnophilidae,Passeriformes,18,8,9,1,5,20.5,12.2,5,5.4,28.2,71.2,10.7,62.7,15,56.5,23.89,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.59,7.16,1.45,-58.718976439999999,1139425.1200000001,Extant
Phaenostictus_mcleannani,Phaenostictus mcleannani,Thamnophilidae,Passeriformes,8,4,4,0,4,23.4,13.9,5.1,6.9,32.2,89.8,12.5,79.1,13.7,83.2,51.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.02,16.03,9.0399999999999991,-81.098448360000006,254363.89,Extant
Phlegopsis_erythroptera,Phlegopsis erythroptera,Thamnophilidae,Passeriformes,9,4,4,1,4,21.2,12.1,4.9,5.9,33.3,92.6,10.3,84.1,11.1,65,54.58,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Insessorial,-11.9,3.48,-3.71,-68.938750119999995,2093169.39,Extant
Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Thamnophilidae,Passeriformes,16,5,7,4,8,21.1,11.6,4.7,5.7,30.8,86.8,9.7,78,11.1,57.6,45.24,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Insessorial,-17.79,3.49,-6.92,-62.913164369999997,3887704.81,Extant
Pithys_albifrons,Pithys albifrons,Thamnophilidae,Passeriformes,9,4,5,0,4,18.4,11.6,4.4,4.4,22.1,69.6,11.1,59.7,15.6,37.9,19.47,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.22,8.34,0.63,-64.872295500000007,3102848.35,Extant
Pithys_castaneus,Pithys castaneus,Thamnophilidae,Passeriformes,4,2,2,0,4,18.8,11.9,4.8,5.3,23.6,79.5,9.9,69.6,12.4,53.8,29.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.8600000000000003,-4.25,-4.6500000000000004,-77.081023549999998,215.51,Extant
Pygiptila_stellaris,Pygiptila stellaris,Thamnophilidae,Passeriformes,14,7,7,0,8,21.9,13.7,6.3,6.8,20,76.8,9.4,67.6,12.3,40.5,24.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.61,7.42,-3.77,-64.024324039999996,4691696.0599999996,Extant
Pyriglena_atra,Pyriglena atra,Thamnophilidae,Passeriformes,9,3,5,1,4,18.4,11.1,4.5,5.4,28,76.4,7,70.6,8.9,72.8,32,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-12.64,-11.17,-12.11,-38.048656139999999,4969.97,Extant
Pyriglena_leuconota,Pyriglena leuconota,Thamnophilidae,Passeriformes,54,22,31,1,12,19.9,11.1,4.6,5.6,30.1,75.6,7,69.2,9.2,75.5,32.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-21.11,2.14,-9.69,-55.777891199999999,1982603.49,Extant
Pyriglena_leucoptera,Pyriglena leucoptera,Thamnophilidae,Passeriformes,15,5,10,0,4,18.9,11,4.2,5.1,29.7,78,8.2,71.2,10.3,75.7,28.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.94,-13.38,-22.45,-48.410137259999999,1228571.5,Extant
Rhegmatorhina_berlepschi,Rhegmatorhina berlepschi,Thamnophilidae,Passeriformes,8,3,5,0,4,17.8,11.9,5,5.1,27.7,78.7,9.4,70.9,11.7,53.3,31.3,Updated_live.sample,Live sample (museum data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.93,-1.94,-3.46,-56.585503330000002,68143.22,Extant
Rhegmatorhina_cristata,Rhegmatorhina cristata,Thamnophilidae,Passeriformes,7,4,3,0,4,20,12.6,5,5.2,28,75.1,8.6,68.1,11.7,55,31.2,Updated_live.sample,Live sample (museum data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-2.82,1.79,-0.61,-67.06197014,267428.7,Extant
Rhegmatorhina_gymnops,Rhegmatorhina gymnops,Thamnophilidae,Passeriformes,10,4,5,1,4,18.9,11.9,4.7,4.9,26.8,76.5,7.9,68.6,10.4,50,28.46,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.5,-1.68,-5.23,-54.894512910000003,157613.65,Extant
Rhegmatorhina_hoffmannsi,Rhegmatorhina hoffmannsi,Thamnophilidae,Passeriformes,7,3,4,0,4,19.4,12.2,4.7,5,28.4,78.9,9.8,68.8,12.2,50.8,31.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.079999999999998,-3.36,-9.68,-59.738959649999998,646225.64,Extant
Rhegmatorhina_melanosticta,Rhegmatorhina melanosticta,Thamnophilidae,Passeriformes,12,5,5,2,4,19,12,4.6,5.2,27.5,77.1,9.6,68.6,12.3,48.9,30.99,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.329999999999998,2.99,-6.36,-70.528286069999993,1909667.49,Extant
Rhopornis_ardesiacus,Rhopornis ardesiacus,Thamnophilidae,Passeriformes,5,1,4,0,1,20.8,11.8,4.1,4.7,31.3,71.1,3.4,61.8,4.9,87.7,26.3,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,-16.100000000000001,-13.08,-13.79,-40.1645124,2437.29,Extant
Sakesphorus_bernardi,Sakesphorus bernardi,Thamnophilidae,Passeriformes,13,6,7,0,5,23.2,13.6,5.2,7.5,28.7,79,7.1,71.8,9,64.2,34.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Generalist,-9.7100000000000009,-0.16,-4.67,-80.021955360000007,105409.97,Extant
Sakesphorus_canadensis,Sakesphorus canadensis,Thamnophilidae,Passeriformes,12,4,8,0,4,22.6,12.9,6,6.6,24.7,71.3,6.9,66.5,9.4,57.4,24.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-8.5299999999999994,12.49,5.31,-65.986628080000003,1893173.12,Extant
Sakesphorus_cristatus,Sakesphorus cristatus,Thamnophilidae,Passeriformes,16,11,5,0,4,17.4,11.1,5.7,5.6,23.4,66.9,6.2,60.4,9.7,58.3,17.7,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-19.29,-2.84,-10.41,-40.642513379999997,1141026.6499999999,Extant
Sakesphorus_luctuosus,Sakesphorus luctuosus,Thamnophilidae,Passeriformes,9,2,3,4,4,24.1,14,6.1,6.9,25,79.3,8.5,71.9,10.6,65.4,31.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.16,1.2,-6.34,-54.76053426,1618420.86,Extant
Sakesphorus_melanonotus,Sakesphorus melanonotus,Thamnophilidae,Passeriformes,6,3,3,0,5,21,12.3,5,6.6,24.8,75.9,6.6,69.8,8.7,62.8,25.5,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,7.29,12.46,10.53,-72.095492660000005,113947.78,Extant
Sakesphorus_melanothorax,Sakesphorus melanothorax,Thamnophilidae,Passeriformes,9,4,4,1,4,23.4,12.8,5.8,7.2,24.7,78.3,5.9,72.7,7.4,69.5,31.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.07,6,3.17,-54.610382780000002,301847.86,Extant
Schistocichla_brunneiceps,Schistocichla brunneiceps,Thamnophilidae,Passeriformes,7,3,4,0,2,18.5,11,4.5,4.8,25.5,66.2,5.3,62.4,8,54.7,25.69,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-14.26,-11.43,-12.78,-71.440605869999999,54557.95,Extant
Schistocichla_caurensis,Schistocichla caurensis,Thamnophilidae,Passeriformes,5,2,3,0,4,24.1,13.8,5,6.1,29.3,84.5,8.5,76.5,10.1,77.1,39.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,0.65,7.58,4.82,-65.061462230000004,240244,Extant
Schistocichla_humaythae,Schistocichla humaythae,Thamnophilidae,Passeriformes,8,4,4,0,4,21.5,12.7,4.6,5.2,25.6,68.4,6.3,63,9.2,53,25.69,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-11.47,-2.39,-5.67,-64.295718219999998,370620.41,Extant
Schistocichla_leucostigma,Schistocichla leucostigma,Thamnophilidae,Passeriformes,10,4,6,0,5,21.9,12.3,4.5,4.9,26.2,66.1,6.3,60.8,9.5,56.4,25.69,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-14.05,7.99,-0.89,-65.662553779999996,2969595.64,Extant
Schistocichla_rufifacies,Schistocichla rufifacies,Thamnophilidae,Passeriformes,8,4,4,0,4,20.7,12.2,4.6,4.7,25.8,66.9,5.8,61.2,8.5,56.3,25.69,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-10.130000000000001,-1.56,-5.4,-57.458428959999999,473471.48,Extant
Schistocichla_saturata,Schistocichla saturata,Thamnophilidae,Passeriformes,6,3,3,0,3,19.1,11.2,4.5,4.8,25,64.3,5.8,57.9,9,59.9,25.69,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,4.54,6.06,5.42,-61.081425350000004,47946.34,Extant
Schistocichla_schistacea,Schistocichla schistacea,Thamnophilidae,Passeriformes,8,4,4,0,4,19,10.7,4.4,4.7,25.3,64.3,6.8,57.9,10.7,48,23.8,Updated_live.sample,Live sample (museum data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-9.24,0.65,-4.72,-71.398975370000002,526174.02,Extant
Sclateria_naevia,Sclateria naevia,Thamnophilidae,Passeriformes,10,4,6,0,4,24.5,14.9,4.2,4.4,25.2,68.6,8.7,61.3,12.8,51.5,24.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.98,10.84,-2.4700000000000002,-62.005138049999999,5202849.7699999996,Extant
Stymphalornis_acutirostris,Stymphalornis acutirostris,Thamnophilidae,Passeriformes,14,5,9,0,5,15.4,9.8,3.2,3.1,20.4,50.5,5,47.4,9.6,61.3,10,Dunning,NA,NO,NA,NA,Wetland,1,1,Carnivore,Invertivore,Insessorial,-29.39,-23.08,-25.24,-47.809398139999999,1368.62,Extant
Taraba_major,Taraba major,Thamnophilidae,Passeriformes,43,21,22,0,5,26.3,16.9,7,10.2,33.7,90.6,4.8,87.1,5.2,81,59.2,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-31.57,18.760000000000002,-7.52,-59.325706590000003,12899627.84,Extant
Terenura_callinota,Terenura callinota,Thamnophilidae,Passeriformes,6,1,3,2,3,15.8,8.3,2.9,3.1,14.2,52.7,6.5,46.7,12.1,41.3,7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13,10.54,-1.98,-76.324688600000002,227242.25,Extant
Terenura_humeralis,Terenura humeralis,Thamnophilidae,Passeriformes,8,2,5,1,4,14.1,9,3.3,3.3,14.1,48.7,7.8,41.7,16,35.4,7.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.62,-0.53,-7.42,-69.857451100000006,1272005.55,Extant
Terenura_maculata,Terenura maculata,Thamnophilidae,Passeriformes,9,2,2,5,3,13.8,8.6,2.6,2.9,15.6,43.3,3.6,39.7,8.2,41.1,6.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-28.03,-13.26,-22.45,-47.397117559999998,783959.13,Extant
Terenura_sharpei,Terenura sharpei,Thamnophilidae,Passeriformes,4,2,2,0,4,13.7,8.6,3,3,14.8,52.6,9.7,43,18.5,44,7.48,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.14,-12.78,-14.8,-68.511517479999995,24281.18,Extant
Terenura_sicki,Terenura sicki,Thamnophilidae,Passeriformes,6,3,3,0,5,13,8,3,2.7,14.3,43.9,4,39.8,9,38.5,6.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.3699999999999992,-7.5,-9.0299999999999994,-36.032893829999999,132.4,Extant
Terenura_spodioptila,Terenura spodioptila,Thamnophilidae,Passeriformes,9,1,5,3,4,13.8,9.1,3.2,3.2,14.2,47.9,5.5,42.5,11.6,36.2,6.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.0199999999999996,8.43,1.95,-60.809105809999998,2155598.92,Extant
Thamnistes_anabatinus,Thamnistes anabatinus,Thamnophilidae,Passeriformes,15,8,7,0,4,23.3,12.6,6,6.2,19.9,69.5,11.1,59.2,16.2,57.9,20.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.079999999999998,17.82,4.62,-80.969329590000001,606332.32999999996,Extant
Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnophilidae,Passeriformes,18,7,11,0,4,18.1,10.9,5,5.2,18.7,70.2,11.9,58.6,17,50.2,17.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.63,9.2100000000000009,-0.27,-64.935009660000006,3380827.14,Extant
Thamnomanes_caesius,Thamnomanes caesius,Thamnophilidae,Passeriformes,13,6,7,0,8,18.5,10.8,5.6,4.9,17.5,69.9,9,61.5,12.7,62.5,15.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-22.16,7.91,-3.85,-58.60979511,6049355.8399999999,Extant
Thamnomanes_saturninus,Thamnomanes saturninus,Thamnophilidae,Passeriformes,9,5,3,1,4,19.4,11.5,5.4,5.3,18.9,70.8,10.4,60.3,15.1,49.9,20.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.49,-1.9,-7.1,-64.214978009999996,1364638.56,Extant
Thamnomanes_schistogynus,Thamnomanes schistogynus,Thamnophilidae,Passeriformes,14,7,4,3,4,17.6,10.4,5.2,4.8,17.6,68.4,8.9,60.3,13.2,62,17.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.57,-2.44,-8.9600000000000009,-69.835272500000002,1226196.42,Extant
Thamnophilus_aethiops,Thamnophilus aethiops,Thamnophilidae,Passeriformes,27,12,15,0,8,19.3,11.4,5.2,6.5,21.5,71.9,8.9,63.8,12.5,59.3,25.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.579999999999998,7.56,-5.65,-62.914236150000001,4946417.18,Extant
Thamnophilus_amazonicus,Thamnophilus amazonicus,Thamnophilidae,Passeriformes,13,6,7,0,8,19.9,11.2,5.2,5.8,20.1,69.7,7.4,63.6,10.4,59.2,18.68,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.05,7.11,-4.6500000000000004,-60.791478550000001,6192801.7300000004,Extant
Thamnophilus_ambiguus,Thamnophilus ambiguus,Thamnophilidae,Passeriformes,9,4,3,2,4,19,10.5,4.7,6.3,23.4,67.9,6.4,61.3,9.7,56.5,23.4,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-23.1,-10.69,-19.23,-41.284293249999997,209875.65,Extant
Thamnophilus_aroyae,Thamnophilus aroyae,Thamnophilidae,Passeriformes,11,6,4,1,4,18.4,10,4.8,5.9,23.3,64.9,6.8,58.7,10.4,54.3,19.97,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.690000000000001,-13.62,-15.55,-67.528608009999999,62450.080000000002,Extant
Thamnophilus_atrinucha,Thamnophilus atrinucha,Thamnophilidae,Passeriformes,59,28,29,2,7,19.4,12.8,5.4,6.4,21.8,67.9,6.4,62.1,9.2,56.1,23.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.09,16.62,8.2899999999999991,-78.185943800000004,583507.06999999995,Extant
Thamnophilus_bridgesi,Thamnophilus bridgesi,Thamnophilidae,Passeriformes,28,14,14,0,4,28.5,13.5,6.1,6.8,22.1,73.2,7,67.4,9.4,73,27,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,7.2,10.68,8.7200000000000006,-82.767315339999996,28247.58,Extant
Thamnophilus_caerulescens,Thamnophilus caerulescens,Thamnophilidae,Passeriformes,32,15,14,3,7,17.1,9.6,4.5,6,22.6,69.4,6.8,63.6,9.7,62.6,21.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-34.979999999999997,-3,-22.55,-53.729808800000001,3969673.89,Extant
