Sciname,Species3,Family3,Order3,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Epinecrophylla_haematonota,Epinecrophylla haematonota,Thamnophilidae,Passeriformes,31,15,15,1,10,14.9,9.2,3.8,4,16.2,50,7.1,43.9,14.2,36.9,8.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-12.62,7.62,-2.63,-67.184665949999996,2624973.7000000002,Extant
Epinecrophylla_leucophthalma,Epinecrophylla leucophthalma,Thamnophilidae,Passeriformes,23,9,12,2,4,14.6,9.1,3.9,3.9,15.9,49.5,8,42.1,16.2,39.1,9.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.84,-1.51,-7.97,-61.218929809999999,2106545.33,Extant
Epinecrophylla_ornata,Epinecrophylla ornata,Thamnophilidae,Passeriformes,23,11,11,1,11,16.2,9.2,4,3.9,16.1,50.8,6,45.3,11.9,36.9,9.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.170000000000002,4.03,-8.09,-62.202942090000001,2062908.72,Extant
Epinecrophylla_spodionota,Epinecrophylla spodionota,Thamnophilidae,Passeriformes,9,5,4,0,4,14.1,8.5,3.8,4.1,16.6,52.7,5.4,47.4,10.1,41.1,10.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.32,2.86,-6.48,-75.884116059999997,124365.62,Extant
Formicivora_erythronotos,Formicivora erythronotos,Thamnophilidae,Passeriformes,7,2,5,0,3,13.8,7.7,3.4,3.2,18.3,48.9,7.1,42.3,14.7,43.6,10.3,EltonTraits_Model,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-23.26,-22.92,-23.07,-44.513996130000002,131.33000000000001,Extant
Formicivora_grisea,Formicivora grisea,Thamnophilidae,Passeriformes,21,8,13,0,4,14.9,9.5,3.7,4,19.7,53.4,4.3,48.9,8.1,48.7,10.36,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-23.3,8.19,-6.26,-53.373767569999998,5032873.87,Extant
Formicivora_iheringi,Formicivora iheringi,Thamnophilidae,Passeriformes,5,1,2,2,4,13.2,7.9,2.8,2.7,16.9,52,5.5,46.8,10.5,53.7,8.2,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-17.21,-11.3,-14.86,-41.071205079999999,20887.060000000001,Extant
Formicivora_intermedia,Formicivora intermedia,Thamnophilidae,Passeriformes,27,12,15,0,4,16.3,9.4,3.7,3.6,21.2,52.5,3,49,5.9,48.9,9.8,Updated_literature,French (1991),NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,2.0299999999999998,12.46,8.52,-69.439314109999998,779878.05,Extant
Formicivora_littoralis,Formicivora littoralis,Thamnophilidae,Passeriformes,8,4,4,0,4,15.8,10.1,3.3,4,21.4,58.4,5.2,54.6,8.6,59,14.96,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-22.94,-22.85,-22.86,-42.205092129999997,2.0299999999999998,Extant
Formicivora_melanogaster,Formicivora melanogaster,Thamnophilidae,Passeriformes,12,5,6,1,2,13.5,8.7,2.9,3.7,19.1,53.6,9.2,46.5,16.7,52.7,10.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-24.07,-2.37,-13.96,-47.886108569999998,2649645.38,Extant
Formicivora_rufa,Formicivora rufa,Thamnophilidae,Passeriformes,15,7,8,0,6,15,9.1,3,3.6,20.3,50.6,3.8,47.2,7.3,57.1,10.8,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Insessorial,-25.2,2.54,-14.82,-52.038519899999997,4090899.87,Extant
Formicivora_serrana,Formicivora serrana,Thamnophilidae,Passeriformes,10,4,6,0,6,13.7,8.9,3,3.5,21.5,52,5.6,47.2,10.6,53.5,11.4,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-22.55,-17.63,-19.96,-43.055790109999997,193914.72,Extant
Frederickena_unduligera,Frederickena unduligera,Thamnophilidae,Passeriformes,12,6,6,0,4,28.4,17,7.9,10.4,35.2,99.8,9.1,92.7,8.8,88.6,83,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-14.36,1.93,-5.05,-70.545598929999997,1735694.57,Extant
Frederickena_viridis,Frederickena viridis,Thamnophilidae,Passeriformes,10,4,5,1,6,28.2,15.6,7.2,10,33.1,95.3,6.3,89,6.6,76.9,76,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-3.17,7.96,2.8,-57.830011599999999,1266903.3899999999,Extant
Gymnocichla_nudiceps,Gymnocichla nudiceps,Thamnophilidae,Passeriformes,8,4,4,0,4,20.5,12.7,5.2,5.3,29.3,75.2,6.5,68.9,8.6,58.1,30.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,3.67,17.05,10.029999999999999,-78.923324989999998,355899.13,Extant
Gymnopithys_leucaspis,Gymnopithys leucaspis,Thamnophilidae,Passeriformes,17,6,7,4,5,18.5,11.8,4.9,4.9,27,73.9,7.4,66.7,9.9,45.3,27.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-7.32,16.03,0.68,-73.668830900000003,1396694.58,Extant
Gymnopithys_lunulatus,Gymnopithys lunulatus,Thamnophilidae,Passeriformes,7,3,4,0,3,19.4,12,4.6,4.7,24.6,72.5,8.6,64,12,42.8,23.91,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.69,0.16,-3.93,-75.583578360000004,297195.90999999997,Extant
Gymnopithys_rufigula,Gymnopithys rufigula,Thamnophilidae,Passeriformes,11,6,5,0,4,20.4,12.7,4.9,5,26.8,75.3,8.5,67.5,11.2,47.9,29.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.36,8.07,2.5299999999999998,-59.426542640000001,1727736.89,Extant
Gymnopithys_salvini,Gymnopithys salvini,Thamnophilidae,Passeriformes,28,14,14,0,4,19,11.4,4.6,4.6,25.5,70.7,11.6,60,16.5,45.1,25.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.45,-2.59,-8.0299999999999994,-68.235963830000003,1355133.04,Extant
Herpsilochmus_atricapillus,Herpsilochmus atricapillus,Thamnophilidae,Passeriformes,12,4,8,0,4,15.3,8.9,3.9,4,17.9,51.8,6.2,46.7,11.8,55,9.85,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-26.26,-2.73,-14.94,-48.685438519999998,3731834,Extant
Herpsilochmus_axillaris,Herpsilochmus axillaris,Thamnophilidae,Passeriformes,8,2,6,0,4,15.9,8.9,3.9,3.9,17.6,51.9,6.6,46,12.8,46.5,11.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.97,5.58,-5.94,-76.037648300000001,109343.39,Extant
Herpsilochmus_dorsimaculatus,Herpsilochmus dorsimaculatus,Thamnophilidae,Passeriformes,8,2,6,0,4,15.9,10.5,4.3,4.1,17.2,49.4,6.4,43.8,12.8,42.3,9.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.27,7.67,1.88,-64.496786830000005,907516.41,Extant
Herpsilochmus_dugandi,Herpsilochmus dugandi,Thamnophilidae,Passeriformes,3,1,2,0,3,15.9,9,4.1,3.8,16.2,46.7,5.7,41,12.1,36.7,10.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.99,1.57,-1.95,-75.495606960000003,230307.08,Extant
Herpsilochmus_gentryi,Herpsilochmus gentryi,Thamnophilidae,Passeriformes,7,3,4,0,4,16.1,9.3,3.8,3.8,17.5,47.8,5,43.7,10.3,36.2,10.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.58,-2.59,-3.7,-74.892839309999999,9533.66,Extant
Herpsilochmus_longirostris,Herpsilochmus longirostris,Thamnophilidae,Passeriformes,9,4,5,0,4,18.5,10.7,4.5,4.4,19.7,61.2,6.7,54.1,10.8,53.2,12.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-24.32,-6.41,-16.09,-52.942732880000001,1991289.01,Extant
Herpsilochmus_motacilloides,Herpsilochmus motacilloides,Thamnophilidae,Passeriformes,8,4,4,0,4,15.1,8.8,3.9,3.8,17.8,52.9,4.7,48.6,8.7,56.8,12.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.5,-9.15,-11.6,-73.934361539999998,74742.789999999994,Extant
Herpsilochmus_parkeri,Herpsilochmus parkeri,Thamnophilidae,Passeriformes,7,4,3,0,4,17,9.5,4,3.9,18.7,54.2,4.6,49.6,8.6,57.6,11.5,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-6.05,-6,-6.03,-76.760491360000003,15.06,Extant
Herpsilochmus_pectoralis,Herpsilochmus pectoralis,Thamnophilidae,Passeriformes,10,3,2,5,4,16.9,9.3,4.2,4.3,19.6,54,2.8,51.2,5.2,47.3,11.1,Updated_live.sample,Live sample (museum data),NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,-13.28,-2.25,-8.92,-40.228099839999999,222276.46,Extant
Herpsilochmus_pileatus,Herpsilochmus pileatus,Thamnophilidae,Passeriformes,8,3,4,1,4,14.8,9.8,3.9,3.8,17.3,49.2,4.9,44.6,10.1,40.8,8.9,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-17.079999999999998,-12.42,-15.12,-39.053556569999998,1545.44,Extant
Herpsilochmus_roraimae,Herpsilochmus roraimae,Thamnophilidae,Passeriformes,8,3,5,0,4,16.7,9.7,4,4.2,18.7,51.8,5.5,46.9,10.7,52.3,11.5,Updated_literature,Dickerman & Phelps (1982),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,0.44,7.41,4.55,-63.760471529999997,283885.89,Extant
Herpsilochmus_rufimarginatus,Herpsilochmus rufimarginatus,Thamnophilidae,Passeriformes,15,6,9,0,4,15.2,9.2,3.9,4,18.2,49.4,3.7,45.1,7.3,45.3,10.58,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.93,11.52,-10.050000000000001,-56.856561030000002,3512861.22,Extant
Herpsilochmus_sellowi,Herpsilochmus sellowi,Thamnophilidae,Passeriformes,21,9,9,3,3,13.3,8.5,3.1,3.4,17.9,48,5.3,42.6,11.8,48,7.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-15.74,-4.29,-9.4499999999999993,-41.679589700000001,995787.86,Extant
Herpsilochmus_stictocephalus,Herpsilochmus stictocephalus,Thamnophilidae,Passeriformes,8,4,4,0,4,16.8,9.9,4,3.7,17,48.5,6,43.5,12.6,37,8.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,0.44,8.41,4.21,-56.32885374,527219.13,Extant
Herpsilochmus_sticturus,Herpsilochmus sticturus,Thamnophilidae,Passeriformes,7,1,5,1,4,15.7,9.4,4.1,4,16.8,48,7.4,42.1,15.4,36.5,9.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.7,8.0500000000000007,4.55,-57.184152730000001,558905.86,Extant
Hylophylax_naevioides,Hylophylax naevioides,Thamnophilidae,Passeriformes,20,5,14,1,8,16.6,10.3,4.8,4.3,22.1,62.2,8.4,54.2,13.6,37.5,17.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-2.89,16.03,7.85,-79.488451089999998,372510.89,Extant
Hylophylax_naevius,Hylophylax naevius,Thamnophilidae,Passeriformes,26,9,15,2,13,16,9.2,4.7,3.8,20.2,58.1,8.1,50.1,14.1,39.8,14.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.04,7.86,-3.52,-63.18324483,5848723.8899999997,Extant
Hylophylax_punctulatus,Hylophylax punctulatus,Thamnophilidae,Passeriformes,9,4,5,0,4,16.7,9.9,4.8,4.1,17.2,59.1,8.1,51.7,13.4,31.4,12.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.72,7.77,-4.6399999999999997,-63.548150010000001,3128205.43,Extant
Hypocnemis_cantator,Hypocnemis cantator,Thamnophilidae,Passeriformes,14,5,9,0,5,15.9,9.4,4.5,4,19.6,53.2,6.2,47.6,11.4,39.9,12.29,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.68,8.14,1.41,-56.954406390000003,1064143.83,Extant
Hypocnemis_flavescens,Hypocnemis flavescens,Thamnophilidae,Passeriformes,8,4,4,0,4,16.2,9.4,4.6,4.2,20.2,53.5,7.2,48.1,13.3,41,12.29,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.78,7.57,2.72,-65.519751780000007,506050.4,Extant
Hypocnemis_hypoxantha,Hypocnemis hypoxantha,Thamnophilidae,Passeriformes,8,3,4,1,4,16.5,9.8,4.7,4.1,20.1,55.1,5,50.2,8.9,45.1,11.53,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.97,2.2400000000000002,-3.14,-68.617950919999998,1409240.17,Extant
Hypocnemis_ochrogyna,Hypocnemis ochrogyna,Thamnophilidae,Passeriformes,8,4,4,0,4,15.4,9,4.2,4,20,55,4.7,50.4,8.5,41.3,12.29,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.399999999999999,-8.0500000000000007,-12.6,-61.342920960000001,456296.85,Extant
Hypocnemis_peruviana,Hypocnemis peruviana,Thamnophilidae,Passeriformes,13,6,7,0,4,17,9.5,4.5,4.2,19.1,53.9,5.2,49.1,9.4,38.5,12.29,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.16,3.27,-5.82,-70.035530660000006,1886860.41,Extant
Hypocnemis_striata,Hypocnemis striata,Thamnophilidae,Passeriformes,8,4,4,0,4,16.5,9.4,4.6,4,19.7,52.9,4.8,48.6,9,41,12.29,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.07,-1.03,-6.33,-55.007090460000001,1133963.0900000001,Extant
Hypocnemis_subflava,Hypocnemis subflava,Thamnophilidae,Passeriformes,12,4,7,1,3,16,9.4,4.2,3.9,19.8,53.4,6.1,47.4,11.3,40.6,12.29,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.8,-8.49,-13.08,-69.468105410000007,362426.01,Extant
Hypocnemoides_maculicauda,Hypocnemoides maculicauda,Thamnophilidae,Passeriformes,9,4,5,0,4,17.7,10.7,4,3.3,20.5,59.3,7.3,52.6,12.1,38.9,11.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.86,-0.54,-9.31,-59.534192849999997,3324431.81,Extant
Hypocnemoides_melanopogon,Hypocnemoides melanopogon,Thamnophilidae,Passeriformes,8,4,4,0,4,19.7,11.5,4.2,3.5,20.2,62.4,6.3,55.8,9.9,33,14.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.1,10.55,0.59,-62.98882854,3494411.77,Extant
Hypoedaleus_guttatus,Hypoedaleus guttatus,Thamnophilidae,Passeriformes,10,5,5,0,5,27.9,15.2,8.4,9.7,28.2,84.4,6.6,78.1,7.6,97.7,38.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.46,-8.66,-22.7,-48.659881900000002,829945.45,Extant
Mackenziaena_leachii,Mackenziaena leachii,Thamnophilidae,Passeriformes,8,4,4,0,4,25.9,14.2,6.1,9.2,36.4,89.5,4.6,85.3,5,130.4,70.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-32.25,-18.68,-25.57,-50.158120080000003,828525.05,Extant
Mackenziaena_severa,Mackenziaena severa,Thamnophilidae,Passeriformes,8,3,5,0,3,26.7,13.6,6.2,8.6,34.5,91.2,8.7,84.9,9.3,116.2,51.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-28.3,-14.34,-23.07,-48.813059869999996,955402.98,Extant
Megastictus_margaritatus,Megastictus margaritatus,Thamnophilidae,Passeriformes,8,4,4,0,4,20.4,12.2,5.2,5.2,19.9,68.7,9.5,59.7,13.7,46.7,20.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.16,6.36,-3.45,-68.117971460000007,1933727.21,Extant
Microrhopias_quixensis,Microrhopias quixensis,Thamnophilidae,Passeriformes,26,6,20,0,6,15.6,9.6,4.1,3.8,16.5,53,9.2,44.7,17.8,52.7,7.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.11,18.62,-3.56,-66.356014729999998,4104536.42,Extant
Myrmeciza_atrothorax,Myrmeciza atrothorax,Thamnophilidae,Passeriformes,8,4,4,0,4,16.8,9.4,3.8,3.9,24.9,55.3,7.5,49.4,13.5,52.3,16.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.78,7.71,-4.6900000000000004,-62.387200489999998,6800794.0099999998,Extant
Myrmeciza_berlepschi,Myrmeciza berlepschi,Thamnophilidae,Passeriformes,5,1,4,0,0,21.5,12.6,5.1,5.5,25.6,64.3,5.2,58.4,8.2,43.9,25.6,Updated_live.sample,Live sample (museum data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,0.54,6.55,3.42,-77.635688930000001,55751.32,Extant
Myrmeciza_castanea,Myrmeciza castanea,Thamnophilidae,Passeriformes,8,4,4,0,4,15.9,9.1,3.8,3.9,24.1,56.7,4.2,53,7.3,40.7,16,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.04,0.98,-2.64,-76.338986439999999,211133.72,Extant
Myrmeciza_disjuncta,Myrmeciza disjuncta,Thamnophilidae,Passeriformes,9,3,5,1,5,18.6,12,4,4.1,24.7,58,5.2,53.1,9.2,48.3,15,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-2.1800000000000002,4.1399999999999997,2.25,-66.090472439999999,42618.45,Extant
Myrmeciza_exsul,Myrmeciza exsul,Thamnophilidae,Passeriformes,45,13,30,2,6,21,12.2,5,5.1,28.5,65.9,4.9,60.6,7.3,47.1,26.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.58,15.88,7.79,-79.600146850000002,357249.38,Extant
Myrmeciza_ferruginea,Myrmeciza ferruginea,Thamnophilidae,Passeriformes,17,7,10,0,8,21.7,12,4.6,4.7,26.6,66.4,5.1,61.6,7.6,58.3,26.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-10.199999999999999,8.48,-0.08,-57.086213489999999,1314073.1599999999,Extant
Myrmeciza_fortis,Myrmeciza fortis,Thamnophilidae,Passeriformes,9,3,5,1,4,23.2,13.6,5.4,6.6,34.1,81.5,9,74.4,10.7,62.9,45.94,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.93,2.2999999999999998,-5.19,-70.915266819999999,1945728.92,Extant
Myrmeciza_goeldii,Myrmeciza goeldii,Thamnophilidae,Passeriformes,16,9,7,0,4,24.4,13.6,5.3,6.3,33.8,87.4,9.8,79.1,11.2,69.2,42,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.02,-8.18,-10.57,-70.037654810000006,342175.6,Extant
Myrmeciza_griseiceps,Myrmeciza griseiceps,Thamnophilidae,Passeriformes,8,4,4,0,3,18,10.6,3.9,3.6,23.5,59.3,5.8,55.7,9.3,56.2,15,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.97,-3.57,-4.63,-79.753879179999998,17850.650000000001,Extant
Myrmeciza_hemimelaena,Myrmeciza hemimelaena,Thamnophilidae,Passeriformes,30,16,14,0,7,16.5,9.1,3.9,3.8,23.4,54.6,7,47.9,12.8,37.5,16,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.12,-1.93,-9.2799999999999994,-65.123128170000001,2503854.83,Extant
Myrmeciza_hyperythra,Myrmeciza hyperythra,Thamnophilidae,Passeriformes,9,4,5,0,4,24.9,14.4,5.3,6.2,29.2,76.8,4.6,73.2,6.1,56.2,41,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.04,1.37,-7.11,-69.635669780000001,1642348.58,Extant
Myrmeciza_immaculata,Myrmeciza immaculata,Thamnophilidae,Passeriformes,25,5,20,0,9,23.8,13.2,5.4,6.5,35.1,82.3,5.3,75.5,6.4,82.2,47.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4,11.1,4.9400000000000004,-76.32333697,266103.55,Extant
Myrmeciza_laemosticta,Myrmeciza laemosticta,Thamnophilidae,Passeriformes,15,6,9,0,8,19.5,11.3,4.4,4.6,26.4,64,5.8,58,9.1,45,25,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,5.24,11.09,7.9,-75.687057170000003,125059.14,Extant
Myrmeciza_longipes,Myrmeciza longipes,Thamnophilidae,Passeriformes,11,4,7,0,4,20.3,12,4.3,4.5,29.2,64.8,4,61.3,6.4,53.1,27.9,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Terrestrial,-2.5,12.36,6.41,-65.332595260000005,1110901.77,Extant
Myrmeciza_loricata,Myrmeciza loricata,Thamnophilidae,Passeriformes,10,4,6,0,4,17.4,9.5,3.6,3.6,25.3,59.8,6,54.8,9.8,65.3,15.5,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-23.51,-12.52,-18.670000000000002,-41.381824719999997,177950.43,Extant
Myrmeciza_melanoceps,Myrmeciza melanoceps,Thamnophilidae,Passeriformes,8,4,4,0,4,24.4,13.9,5.7,6.6,32,85.8,7,79.8,8.1,61.7,38.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.27,2.64,-3.48,-72.623477500000007,1321301.01,Extant
Myrmeciza_nigricauda,Myrmeciza nigricauda,Thamnophilidae,Passeriformes,5,3,1,1,4,19.1,11.7,4.9,5,28.2,64,5.8,59,8.9,52.3,24,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-3.46,6.32,1.72,-78.269265919999995,64675.02,Extant
Myrmeciza_pelzelni,Myrmeciza pelzelni,Thamnophilidae,Passeriformes,9,3,5,1,5,17.8,10.1,3.7,3.9,23,56.8,4,52.9,7,45.6,17.73,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-0.3,2.85,1.22,-66.621899909999996,58892.639999999999,Extant
Myrmeciza_ruficauda,Myrmeciza ruficauda,Thamnophilidae,Passeriformes,17,2,14,1,4,19.1,10.9,3.8,4.7,22.6,67.1,7,60.5,10.3,51.1,26,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-19.3,-7.51,-16.77,-39.324796450000001,499.32,Extant
Myrmeciza_squamosa,Myrmeciza squamosa,Thamnophilidae,Passeriformes,12,5,7,0,6,16.3,8.8,3.7,3.7,27.2,60,5.5,55,9,64.3,18.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-30.58,-21.98,-25.18,-48.191565429999997,241730.2,Extant
Myrmoborus_leucophrys,Myrmoborus leucophrys,Thamnophilidae,Passeriformes,19,9,10,0,5,18,10.8,4.5,4.7,25.2,64.9,8.7,56.4,13.6,43.8,21.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.57,10.02,-3.46,-63.711182340000001,5113605.96,Extant
Myrmoborus_lugubris,Myrmoborus lugubris,Thamnophilidae,Passeriformes,8,3,4,1,4,19.4,11.6,5,5.2,26.5,66.7,8.3,59.2,12.6,39.9,21.44,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-6.91,1.48,-3,-63.927442800000001,290798.01,Extant
Myrmoborus_melanurus,Myrmoborus melanurus,Thamnophilidae,Passeriformes,9,4,5,0,4,17,10.3,4.7,4.8,25.2,61.8,5.2,57.2,8.5,39.8,18.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.3699999999999992,-2.6,-4.75,-73.825154650000002,32518.28,Extant
Myrmoborus_myotherinus,Myrmoborus myotherinus,Thamnophilidae,Passeriformes,33,10,22,1,2,17.9,10.2,4.2,4.6,25.7,62,9.2,53.4,14.8,40.1,18.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.920000000000002,7.11,-6.18,-64.239709419999997,4778353.33,Extant
Myrmochanes_hemileucus,Myrmochanes hemileucus,Thamnophilidae,Passeriformes,7,4,3,0,5,18.8,11.1,4.1,3.4,20.9,53.6,7.4,47.1,13.6,33.7,12.48,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-14.98,-0.22,-5.53,-67.740584339999998,261134.97,Extant
Myrmorchilus_strigilatus,Myrmorchilus strigilatus,Thamnophilidae,Passeriformes,16,6,10,0,4,15.8,10.2,3.4,4.3,29.5,61.9,5.2,57.1,8.7,60.3,23,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Terrestrial,-28.53,-3.9,-15.55,-50.821502420000002,1728828.97,Extant
Myrmornis_torquata,Myrmornis torquata,Thamnophilidae,Passeriformes,16,7,9,0,5,23.7,15,4.5,5.2,24.7,90.2,11.7,80.7,13.1,37.1,46.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-11.95,15.46,-0.55000000000000004,-58.732597370000001,3112028.57,Extant
Myrmotherula_ambigua,Myrmotherula ambigua,Thamnophilidae,Passeriformes,5,1,4,0,1,14.5,9.4,3.4,3.1,15.7,41,4.6,37.3,11,23,6.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-2.1800000000000002,3.38,0.74,-65.376816180000006,257668.14,Extant
Myrmotherula_assimilis,Myrmotherula assimilis,Thamnophilidae,Passeriformes,7,4,3,0,4,15.6,9.5,3.5,3.3,16.4,51.5,6.7,45.7,12.7,29.5,9.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.2,-0.09,-5.2,-64.010632310000005,412230.35,Extant
